Title,Artist,Creation_Date,estimate_year,url,img_URL,Medium,height_cm,width_cm,Accession_number,recoloured_image,colour_palette,relative_frequencies
The Return,David Shanks Ewart,1927,1927,https://artuk.org/discover/artworks/the-return-211300/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NGS/NGS/NGS_NGS_GMA_2222-001.jpg,oil on canvas,127.0,76.5,GMA 2222,"[[[169 183 159]
  [169 183 159]
  [169 183 159]
  ...
  [192 180 123]
  [192 180 123]
  [192 180 123]]

 [[169 183 159]
  [169 183 159]
  [169 183 159]
  ...
  [192 180 123]
  [192 180 123]
  [192 180 123]]

 [[169 183 159]
  [169 183 159]
  [169 183 159]
  ...
  [192 180 123]
  [192 180 123]
  [192 180 123]]

 ...

 [[ 20  21  17]
  [ 20  21  17]
  [ 35  27  21]
  ...
  [ 19  18  22]
  [ 19  18  22]
  [ 19  18  22]]

 [[ 20  21  17]
  [ 20  21  17]
  [ 20  21  17]
  ...
  [ 19  18  22]
  [ 19  18  22]
  [ 19  18  22]]

 [[ 20  21  17]
  [ 20  21  17]
  [ 20  21  17]
  ...
  [ 19  18  22]
  [ 19  18  22]
  [ 19  18  22]]]","[array([20, 21, 17], dtype=uint8), array([19, 18, 22], dtype=uint8), array([35, 27, 21], dtype=uint8), array([213, 164,  80], dtype=uint8), array([17, 23, 25], dtype=uint8), array([79, 61, 51], dtype=uint8), array([249, 206, 120], dtype=uint8), array([192, 180, 123], dtype=uint8), array([67, 68, 53], dtype=uint8), array([169, 183, 159], dtype=uint8), array([151, 117,  71], dtype=uint8), array([192, 159, 103], dtype=uint8), array([95, 65, 30], dtype=uint8), array([74, 61, 71], dtype=uint8), array([239, 152,  79], dtype=uint8), array([136, 110,  95], dtype=uint8), array([226, 170,  55], dtype=uint8), array([220, 205, 143], dtype=uint8), array([167, 126,  52], dtype=uint8), array([199, 175,  92], dtype=uint8), array([52, 72, 84], dtype=uint8), array([114, 113,  91], dtype=uint8), array([135, 123,  74], dtype=uint8), array([237, 210, 125], dtype=uint8)]","[0.3433115866388309, 0.2583689979123173, 0.07565501043841336, 0.04907881002087683, 0.03986951983298539, 0.02652661795407098, 0.025618475991649268, 0.019099686847599166, 0.017319937369519832, 0.016276096033402923, 0.016143006263048015, 0.015062630480167014, 0.012027661795407098, 0.010686325678496868, 0.01037839248434238, 0.009637265135699374, 0.009136221294363256, 0.008609081419624217, 0.008134133611691022, 0.006918058455114823, 0.006043841336116911, 0.005741127348643006, 0.005310542797494781, 0.005046972860125261]"
Blue Flax,Edward Atkinson Hornel,1927,1927,https://artuk.org/discover/artworks/blue-flax-84533/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_1349-001.jpg,oil on canvas,76.2,91.4,2919,"[[[122 122 108]
  [122 122 108]
  [122 122 108]
  ...
  [166 164 148]
  [166 164 148]
  [122 122 108]]

 [[122 122 108]
  [122 122 108]
  [122 122 108]
  ...
  [122 122 108]
  [122 122 108]
  [122 122 108]]

 [[122 122 108]
  [122 122 108]
  [122 122 108]
  ...
  [122 122 108]
  [122 122 108]
  [122 122 108]]

 ...

 [[ 88  72  57]
  [ 88  72  57]
  [132 115  99]
  ...
  [ 88  72  57]
  [ 88  72  57]
  [ 88  72  57]]

 [[ 88  72  57]
  [ 88  72  57]
  [132 115  99]
  ...
  [ 88  72  57]
  [ 88  72  57]
  [ 88  72  57]]

 [[ 88  72  57]
  [ 88  72  57]
  [ 88  72  57]
  ...
  [ 88  72  57]
  [ 88  72  57]
  [ 44  30  20]]]","[array([182, 166, 148], dtype=uint8), array([132, 115,  99], dtype=uint8), array([166, 164, 148], dtype=uint8), array([88, 72, 57], dtype=uint8), array([122, 122, 108], dtype=uint8), array([106, 121, 128], dtype=uint8), array([76, 75, 58], dtype=uint8), array([44, 30, 20], dtype=uint8), array([74, 74, 86], dtype=uint8), array([36, 35, 23], dtype=uint8), array([138, 112,  79], dtype=uint8), array([97, 69, 38], dtype=uint8), array([217, 201, 181], dtype=uint8)]","[0.23157894736842105, 0.16853801169590643, 0.1311641081871345, 0.11445906432748539, 0.09530884502923977, 0.09089364035087719, 0.05861293859649123, 0.029599780701754386, 0.028938230994152048, 0.014150219298245614, 0.012708333333333334, 0.012494517543859648, 0.011553362573099414]"
Aberdeen Trawler 'Arthur Godfrey',Alexander Harwood,1930s,1930,https://artuk.org/discover/artworks/aberdeen-trawler-arthur-godfrey-106105/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/MMU/ABD_MMU_ag013167_001-001.jpg,oil on card,8.0,8.0,ABDAG013167.1,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]","[array([255, 255, 255], dtype=uint8), array([185, 170, 162], dtype=uint8), array([172, 171, 159], dtype=uint8), array([138, 118, 104], dtype=uint8), array([123, 123, 109], dtype=uint8), array([141, 111,  69], dtype=uint8), array([177, 172, 178], dtype=uint8), array([99, 67, 25], dtype=uint8), array([91, 70, 58], dtype=uint8), array([232, 233, 226], dtype=uint8), array([32, 16,  8], dtype=uint8), array([110, 121, 127], dtype=uint8), array([222, 209, 204], dtype=uint8), array([12, 10, 20], dtype=uint8), array([60, 77, 84], dtype=uint8), array([15, 21, 12], dtype=uint8), array([72, 77, 61], dtype=uint8), array([131,  17,  17], dtype=uint8), array([121, 118, 127], dtype=uint8), array([126, 124,  72], dtype=uint8), array([130,  57,  62], dtype=uint8), array([164,  93, 102], dtype=uint8), array([235, 230, 234], dtype=uint8), array([61,  6,  5], dtype=uint8), array([116,  45,  23], dtype=uint8), array([143, 103,  28], dtype=uint8), array([ 3, 25, 65], dtype=uint8), array([182, 152, 113], dtype=uint8), array([76, 73, 85], dtype=uint8), array([80, 76, 30], dtype=uint8), array([241, 244, 245], dtype=uint8), array([116,  78,   8], dtype=uint8)]","[0.2589994425863991, 0.1097324414715719, 0.07960214604236343, 0.06982511148272018, 0.04873397435897436, 0.04266861761426979, 0.03783166109253066, 0.03402591973244147, 0.030071070234113713, 0.02836608138238573, 0.02577689520624303, 0.023228121516164994, 0.01785813823857302, 0.017015746934225195, 0.016035395763656632, 0.015542084726867335, 0.013397435897435897, 0.013287346711259754, 0.011311315496098104, 0.011029821627647715, 0.010300306577480491, 0.010232023411371237, 0.009471850613154961, 0.00945582497212932, 0.008837095875139353, 0.008134754738015608, 0.007379459308807135, 0.007356465997770346, 0.0073014214046822744, 0.006445094760312152, 0.005673773690078038, 0.005073160535117057]"
Aberdeen Trawler 'Arthur Godfrey',Alexander Harwood,1930s,1930,https://artuk.org/discover/artworks/aberdeen-trawler-arthur-godfrey-106106/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/MMU/ABD_MMU_ag013167_002-001.jpg,oil on card,8.0,8.0,ABDAG013167.2,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]","[array([255, 255, 255], dtype=uint8), array([165, 165, 155], dtype=uint8), array([181, 169, 161], dtype=uint8), array([137, 117, 102], dtype=uint8), array([123, 125, 113], dtype=uint8), array([92, 71, 59], dtype=uint8), array([106, 116, 121], dtype=uint8), array([138, 109,  73], dtype=uint8), array([173, 169, 174], dtype=uint8), array([60, 79, 86], dtype=uint8), array([102,  68,  34], dtype=uint8), array([72, 78, 66], dtype=uint8), array([220, 210, 207], dtype=uint8), array([244, 244, 240], dtype=uint8), array([46, 24, 18], dtype=uint8), array([121, 118, 127], dtype=uint8), array([17, 14, 23], dtype=uint8), array([130,  58,  65], dtype=uint8), array([76, 72, 83], dtype=uint8), array([238, 233, 237], dtype=uint8), array([152,  88,  96], dtype=uint8), array([14, 34, 41], dtype=uint8), array([133,  26,  29], dtype=uint8), array([127, 125,  77], dtype=uint8), array([116,  45,  27], dtype=uint8), array([252, 254, 255], dtype=uint8)]","[0.25716793035664137, 0.10455981465880371, 0.09885495647290087, 0.09681830946363382, 0.054439062061218756, 0.0449262847514743, 0.0355068800898624, 0.03391112047177759, 0.03209702330805953, 0.030735748385285033, 0.022982308340353832, 0.02143218197135636, 0.021395675372086493, 0.01863802302723954, 0.017342740803145185, 0.016314237573715248, 0.014850463352990733, 0.011190676776186464, 0.01034400449311991, 0.010293456894130863, 0.008878124122437518, 0.008515164279696714, 0.008442151081156979, 0.007872788542544229, 0.006570485818590283, 0.005920387531592249]"
Youth,Henry Young Alison,c.1936,1936,https://artuk.org/discover/artworks/youth-83025/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2065-001.jpg,oil on canvas,86.4,112.4,2065,"[[[169 170 153]
  [169 170 153]
  [169 170 153]
  ...
  [132 118 102]
  [132 118 102]
  [132 118 102]]

 [[169 170 153]
  [169 170 153]
  [169 170 153]
  ...
  [122 121 104]
  [132 118 102]
  [122 121 104]]

 [[169 170 153]
  [169 170 153]
  [169 170 153]
  ...
  [122 121 104]
  [122 121 104]
  [122 121 104]]

 ...

 [[169 170 153]
  [169 170 153]
  [169 170 153]
  ...
  [192 164 125]
  [192 164 125]
  [192 164 125]]

 [[169 170 153]
  [169 170 153]
  [169 170 153]
  ...
  [192 164 125]
  [192 164 125]
  [192 164 125]]

 [[169 170 153]
  [169 170 153]
  [169 170 153]
  ...
  [192 164 125]
  [149 124  89]
  [149 124  89]]]","[array([72, 70, 54], dtype=uint8), array([222, 218, 196], dtype=uint8), array([169, 170, 153], dtype=uint8), array([77, 66, 53], dtype=uint8), array([132, 118, 102], dtype=uint8), array([122, 121, 104], dtype=uint8), array([182, 166, 147], dtype=uint8), array([146, 182, 190], dtype=uint8), array([225, 213, 194], dtype=uint8), array([38, 27, 20], dtype=uint8), array([192, 164, 125], dtype=uint8), array([149, 124,  89], dtype=uint8), array([33, 35, 24], dtype=uint8)]","[0.14881746031746032, 0.14126388888888888, 0.1264265873015873, 0.10950793650793651, 0.0877281746031746, 0.08403571428571428, 0.07717857142857143, 0.07059126984126984, 0.06070436507936508, 0.02861111111111111, 0.02859920634920635, 0.019067460317460316, 0.01746825396825397]"
Admiralty Trawlers and Drifters,Stephen Bone,c.1940–1945,1942,https://artuk.org/discover/artworks/admiralty-trawlers-and-drifters-83238/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2720-001.jpg,oil on board,30.5,40.6,2720,"[[[165 166 156]
  [165 166 156]
  [181 167 158]
  ...
  [165 166 156]
  [165 166 156]
  [165 166 156]]

 [[115 116 103]
  [165 166 156]
  [181 167 158]
  ...
  [165 166 156]
  [165 166 156]
  [165 166 156]]

 [[181 167 158]
  [181 167 158]
  [181 167 158]
  ...
  [165 166 156]
  [165 166 156]
  [165 166 156]]

 ...

 [[ 72  78  63]
  [ 72  78  63]
  [ 72  78  63]
  ...
  [129 112  98]
  [129 112  98]
  [129 112  98]]

 [[ 72  78  63]
  [ 72  78  63]
  [115 116 103]
  ...
  [129 112  98]
  [129 112  98]
  [129 112  98]]

 [[ 72  78  63]
  [ 72  78  63]
  [115 116 103]
  ...
  [129 112  98]
  [129 112  98]
  [129 112  98]]]","[array([72, 78, 63], dtype=uint8), array([115, 116, 103], dtype=uint8), array([129, 112,  98], dtype=uint8), array([87, 69, 58], dtype=uint8), array([38, 24, 18], dtype=uint8), array([25, 24, 32], dtype=uint8), array([165, 166, 156], dtype=uint8), array([65, 68, 82], dtype=uint8), array([119, 119, 125], dtype=uint8), array([181, 167, 158], dtype=uint8), array([60, 72, 82], dtype=uint8), array([26, 27, 22], dtype=uint8), array([121, 122,  71], dtype=uint8), array([96, 64, 32], dtype=uint8), array([141, 110,  69], dtype=uint8), array([225, 223, 206], dtype=uint8), array([221, 210, 200], dtype=uint8), array([116,  50,  29], dtype=uint8), array([161, 160, 100], dtype=uint8), array([83, 88, 45], dtype=uint8)]","[0.12203547297297297, 0.10989020270270271, 0.1021706081081081, 0.10009079391891892, 0.07547297297297298, 0.07331925675675675, 0.05608952702702703, 0.051860219594594595, 0.051642736486486485, 0.051133868243243244, 0.042113597972972976, 0.03612964527027027, 0.029571368243243242, 0.02424408783783784, 0.01783150337837838, 0.0146875, 0.01305320945945946, 0.012107263513513513, 0.009497466216216216, 0.007058699324324324]"
HMS 'Roberts',Stephen Bone,c.1940–1945,1942,https://artuk.org/discover/artworks/hms-roberts-83243/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2726-001.jpg,oil on board,25.4,35.6,2726,"[[[179 183 176]
  [179 183 176]
  [179 183 176]
  ...
  [116 122 141]
  [116 122 141]
  [116 122 141]]

 [[179 183 176]
  [179 183 176]
  [179 183 176]
  ...
  [116 122 141]
  [116 122 141]
  [116 122 141]]

 [[179 183 176]
  [179 183 176]
  [179 183 176]
  ...
  [116 122 141]
  [116 122 141]
  [116 122 141]]

 ...

 [[120 130 119]
  [120 130 119]
  [120 130 119]
  ...
  [120 130 119]
  [120 130 119]
  [120 130 119]]

 [[120 130 119]
  [120 130 119]
  [120 130 119]
  ...
  [120 130 119]
  [120 130 119]
  [120 130 119]]

 [[120 130 119]
  [120 130 119]
  [120 130 119]
  ...
  [120 130 119]
  [120 130 119]
  [120 130 119]]]","[array([179, 183, 176], dtype=uint8), array([209, 208, 197], dtype=uint8), array([162, 173, 175], dtype=uint8), array([180, 179, 184], dtype=uint8), array([117, 131, 136], dtype=uint8), array([192, 186, 183], dtype=uint8), array([120, 130, 119], dtype=uint8), array([211, 205, 200], dtype=uint8), array([116, 122, 141], dtype=uint8), array([199, 209, 211], dtype=uint8), array([204, 202, 206], dtype=uint8), array([69, 75, 92], dtype=uint8), array([65, 77, 87], dtype=uint8)]","[0.31873863636363636, 0.193225, 0.18591136363636362, 0.1260409090909091, 0.040238636363636365, 0.03666590909090909, 0.025609090909090908, 0.024275, 0.015745454545454545, 0.010797727272727273, 0.008090909090909091, 0.007968181818181819, 0.006693181818181819]"
"Stornoway, 6pm, Drifters Setting Out for the Fishing Grounds",Stephen Bone,c.1940–1945,1942,https://artuk.org/discover/artworks/stornoway-6pm-drifters-setting-out-for-the-fishing-grounds-83240/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2722-001.jpg,oil on paper,25.4,35.6,2722,"[[[127 115 107]
  [177 168 161]
  [177 168 161]
  ...
  [166 167 178]
  [166 167 178]
  [166 167 178]]

 [[127 115 107]
  [177 168 161]
  [177 168 161]
  ...
  [166 167 178]
  [166 167 178]
  [166 167 178]]

 [[127 115 107]
  [177 168 161]
  [177 168 161]
  ...
  [166 167 178]
  [166 167 178]
  [166 167 178]]

 ...

 [[ 86  71  65]
  [ 86  71  65]
  [ 86  71  65]
  ...
  [114 117 100]
  [114 117 100]
  [114 117 100]]

 [[ 86  71  65]
  [ 86  71  65]
  [ 86  71  65]
  ...
  [114 117 100]
  [114 117 100]
  [114 117 100]]

 [[ 86  71  65]
  [ 86  71  65]
  [ 86  71  65]
  ...
  [ 69  72  55]
  [ 69  72  55]
  [ 69  72  55]]]","[array([166, 167, 178], dtype=uint8), array([170, 178, 185], dtype=uint8), array([207, 215, 220], dtype=uint8), array([124, 124, 135], dtype=uint8), array([220, 224, 217], dtype=uint8), array([69, 72, 55], dtype=uint8), array([170, 174, 161], dtype=uint8), array([71, 73, 83], dtype=uint8), array([114, 117, 100], dtype=uint8), array([115, 123, 132], dtype=uint8), array([208, 211, 221], dtype=uint8), array([64, 73, 80], dtype=uint8), array([176, 172, 117], dtype=uint8), array([114, 118,  67], dtype=uint8), array([33, 37, 25], dtype=uint8), array([77, 83, 37], dtype=uint8), array([127, 115, 107], dtype=uint8), array([177, 168, 161], dtype=uint8), array([173, 171,  78], dtype=uint8), array([86, 71, 65], dtype=uint8), array([28, 36, 42], dtype=uint8), array([33, 34, 45], dtype=uint8)]","[0.18557743362831858, 0.09769026548672566, 0.09548672566371681, 0.08175221238938053, 0.07823451327433628, 0.07257522123893806, 0.04693141592920354, 0.04254203539823009, 0.0418141592920354, 0.033765486725663714, 0.03157079646017699, 0.029533185840707965, 0.02208849557522124, 0.021117256637168142, 0.020834070796460175, 0.0169070796460177, 0.016320796460176992, 0.014230088495575222, 0.014170353982300885, 0.013008849557522123, 0.012935840707964602, 0.010913716814159292]"
The Convoy Anchorage from Lismore,Stephen Bone,c.1940–1945,1942,https://artuk.org/discover/artworks/the-convoy-anchorage-from-lismore-83239/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2721-001.jpg,oil on paper,30.5,40.6,2721,"[[[ 80 125 158]
  [ 80 125 158]
  [ 80 125 158]
  ...
  [ 80 125 158]
  [ 80 125 158]
  [ 80 125 158]]

 [[ 80 125 158]
  [ 80 125 158]
  [ 80 125 158]
  ...
  [ 80 125 158]
  [ 80 125 158]
  [ 80 125 158]]

 [[ 80 125 158]
  [ 80 125 158]
  [ 80 125 158]
  ...
  [ 80 125 158]
  [ 80 125 158]
  [ 80 125 158]]

 ...

 [[ 77  87  30]
  [ 77  87  30]
  [ 77  87  30]
  ...
  [ 58  84 102]
  [ 58  84 102]
  [ 58  84 102]]

 [[ 77  87  30]
  [ 77  87  30]
  [ 77  87  30]
  ...
  [ 58  84 102]
  [ 58  84 102]
  [ 58  84 102]]

 [[ 77  87  30]
  [ 77  87  30]
  [ 77  87  30]
  ...
  [ 58  84 102]
  [ 58  84 102]
  [ 58  84 102]]]","[array([ 95, 131, 150], dtype=uint8), array([ 80, 125, 158], dtype=uint8), array([125, 162, 177], dtype=uint8), array([ 58,  84, 102], dtype=uint8), array([113, 125, 109], dtype=uint8), array([113, 123,  63], dtype=uint8), array([116, 121,  31], dtype=uint8), array([ 54,  90, 122], dtype=uint8), array([111, 157, 191], dtype=uint8), array([77, 87, 30], dtype=uint8)]","[0.3373608695652174, 0.24585652173913045, 0.15867173913043478, 0.09319347826086956, 0.05385, 0.033680434782608695, 0.03132608695652174, 0.01966086956521739, 0.014484782608695653, 0.011915217391304347]"
"Stornoway Harbour, Evening, Minesweepers and Coasting Vessels",Stephen Bone,c.1940–1945,1942,https://artuk.org/discover/artworks/stornoway-harbour-evening-minesweepers-and-coasting-vessels-83241/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_2723-001.jpg,oil on board,25.4,35.6,2723,"[[[171 171 163]
  [171 171 163]
  [152 160 170]
  ...
  [155 159 173]
  [122 128 147]
  [122 128 147]]

 [[171 171 163]
  [152 160 170]
  [152 160 170]
  ...
  [155 159 173]
  [122 128 147]
  [122 128 147]]

 [[171 171 163]
  [171 171 163]
  [171 171 163]
  ...
  [122 128 147]
  [122 128 147]
  [122 128 147]]

 ...

 [[ 70  77  98]
  [ 70  77  98]
  [ 70  77  98]
  ...
  [117 129 144]
  [ 65  78  92]
  [ 65  78  92]]

 [[ 70  77  98]
  [ 70  77  98]
  [ 70  77  98]
  ...
  [117 129 144]
  [117 129 144]
  [ 65  78  92]]

 [[ 70  77  98]
  [ 70  77  98]
  [ 70  77  98]
  ...
  [117 129 144]
  [117 129 144]
  [ 65  78  92]]]","[array([155, 159, 173], dtype=uint8), array([122, 128, 147], dtype=uint8), array([152, 160, 170], dtype=uint8), array([117, 129, 144], dtype=uint8), array([171, 171, 163], dtype=uint8), array([70, 77, 98], dtype=uint8), array([182, 169, 159], dtype=uint8), array([65, 78, 92], dtype=uint8), array([215, 215, 204], dtype=uint8)]","[0.4176940433212996, 0.2764869133574007, 0.12413357400722022, 0.08119359205776173, 0.0339778880866426, 0.024794675090252707, 0.022545126353790614, 0.00976985559566787, 0.009404332129963899]"
Rhum from Skye,Mary Nicol Neill Armour,1939,1939,https://artuk.org/discover/artworks/rhum-from-skye-83079/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_3242-001.jpg,oil on laminated paper board,27.6,40.3,3242,"[[[ 93  66  26]
  [ 93  66  26]
  [ 93  66  26]
  ...
  [157 157 171]
  [157 157 171]
  [157 157 171]]

 [[ 93  66  26]
  [ 93  66  26]
  [ 93  66  26]
  ...
  [157 157 171]
  [157 157 171]
  [157 157 171]]

 [[ 93  66  26]
  [ 93  66  26]
  [ 93  66  26]
  ...
  [157 157 171]
  [157 157 171]
  [157 157 171]]

 ...

 [[130 114  96]
  [ 81  65  49]
  [130 114  96]
  ...
  [130 114  96]
  [130 114  96]
  [ 81  65  49]]

 [[130 114  96]
  [130 114  96]
  [130 114  96]
  ...
  [130 114  96]
  [130 114  96]
  [ 81  65  49]]

 [[130 114  96]
  [130 114  96]
  [130 114  96]
  ...
  [130 114  96]
  [130 114  96]
  [ 81  65  49]]]","[array([179, 179, 164], dtype=uint8), array([216, 217, 205], dtype=uint8), array([42, 27, 16], dtype=uint8), array([93, 66, 26], dtype=uint8), array([81, 65, 49], dtype=uint8), array([27, 27, 18], dtype=uint8), array([74, 72, 57], dtype=uint8), array([142, 111,  68], dtype=uint8), array([187, 172, 154], dtype=uint8), array([121, 119, 103], dtype=uint8), array([130, 114,  96], dtype=uint8), array([157, 157, 171], dtype=uint8), array([204, 218, 221], dtype=uint8), array([192, 162, 118], dtype=uint8), array([222, 209, 194], dtype=uint8), array([176, 163, 116], dtype=uint8), array([155, 112,  33], dtype=uint8), array([136, 123,  78], dtype=uint8), array([63, 37,  5], dtype=uint8), array([198, 155,  69], dtype=uint8), array([84, 73, 33], dtype=uint8), array([118,  76,   8], dtype=uint8)]","[0.1402333641404806, 0.11548521256931608, 0.08897181146025877, 0.07931146025878004, 0.07822088724584103, 0.06518022181146026, 0.05766635859519408, 0.04967883548983364, 0.04387707948243993, 0.04274953789279113, 0.04074630314232902, 0.03728049907578558, 0.02461645101663586, 0.023569778188539742, 0.019676524953789278, 0.018673752310536043, 0.018033733826247688, 0.016185304990757855, 0.015113216266173752, 0.00940619223659889, 0.008620609981515712, 0.0067028650646950095]"
Figures in a Landscape,George Telfer Bear,1940,1940,https://artuk.org/discover/artworks/figures-in-a-landscape-83150/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_3443-001.jpg,oil on canvas,122.0,91.4,3443,"[[[145 128 112]
  [145 128 112]
  [145 128 112]
  ...
  [145 128 112]
  [145 128 112]
  [123 126 110]]

 [[145 128 112]
  [145 128 112]
  [145 128 112]
  ...
  [145 128 112]
  [145 128 112]
  [123 126 110]]

 [[145 128 112]
  [145 128 112]
  [145 128 112]
  ...
  [145 128 112]
  [145 128 112]
  [123 126 110]]

 ...

 [[162 156  67]
  [162 156  67]
  [162 156  67]
  ...
  [119 118  64]
  [119 118  64]
  [119 118  64]]

 [[138 135  49]
  [138 135  49]
  [162 156  67]
  ...
  [119 118  64]
  [119 118  64]
  [119 118  64]]

 [[138 135  49]
  [138 135  49]
  [138 135  49]
  ...
  [119 118  64]
  [119 118  64]
  [119 118  64]]]","[array([185, 162, 140], dtype=uint8), array([145, 128, 112], dtype=uint8), array([194, 162, 124], dtype=uint8), array([65, 76, 56], dtype=uint8), array([123, 126, 110], dtype=uint8), array([101,  67,  55], dtype=uint8), array([154, 117,  79], dtype=uint8), array([119, 118,  64], dtype=uint8), array([138, 135,  49], dtype=uint8), array([83, 87, 42], dtype=uint8), array([162, 156,  67], dtype=uint8), array([110,  75,  42], dtype=uint8), array([172, 102,  63], dtype=uint8), array([169, 157,  99], dtype=uint8), array([123,  60,  31], dtype=uint8), array([183, 100,  46], dtype=uint8), array([117,  65,  58], dtype=uint8)]","[0.21248770758597765, 0.17534314879707474, 0.16216568096511033, 0.09788778237925733, 0.09001509716201056, 0.06557154531226195, 0.04247704261831881, 0.03566254380254574, 0.029335586365462126, 0.020122162356819347, 0.017773099350406517, 0.012878294713223175, 0.011260543774844527, 0.007551351126746908, 0.0073934542029668, 0.006825579301652378, 0.005249380185321126]"
